bulletin_date,datum_date,confirmed_and_probable_cases,confirmed_cases,probable_cases,deaths
2020-04-23,2020-04-04,13,,,
2020-04-23,2020-04-05,4,,,
2020-04-23,2020-04-06,60,,,
2020-04-23,2020-04-07,57,,,
2020-04-23,2020-04-08,47,,,
2020-04-23,2020-04-09,55,,,
2020-04-23,2020-04-10,8,,,
2020-04-23,2020-04-11,20,,,
2020-04-23,2020-04-12,8,,,
2020-04-23,2020-04-13,44,,,
2020-04-23,2020-04-14,76,,,
2020-04-23,2020-04-15,55,,,
2020-04-23,2020-04-16,53,,,
2020-04-23,2020-04-17,34,,,
2020-04-23,2020-04-18,11,,,
2020-04-23,2020-04-19,2,,,
2020-04-23,2020-04-20,26,,,
2020-04-23,2020-04-21,3,,,
2020-04-24,2020-03-09,1,1,,
2020-04-24,2020-03-10,,,,
2020-04-24,2020-03-11,,,,
2020-04-24,2020-03-12,,,,
2020-04-24,2020-03-13,2,2,,
2020-04-24,2020-03-14,3,3,,
2020-04-24,2020-03-15,,,,
2020-04-24,2020-03-16,7,7,,
2020-04-24,2020-03-17,6,6,,
2020-04-24,2020-03-18,6,6,,
2020-04-24,2020-03-19,5,5,,
2020-04-24,2020-03-20,11,11,,
2020-04-24,2020-03-21,10,10,,
2020-04-24,2020-03-22,9,9,,
2020-04-24,2020-03-23,32,32,,
2020-04-24,2020-03-24,46,46,,
2020-04-24,2020-03-25,40,40,,
2020-04-24,2020-03-26,74,55,19,
2020-04-24,2020-03-27,76,47,29,
2020-04-24,2020-03-28,18,18,,
2020-04-24,2020-03-29,12,12,,
2020-04-24,2020-03-30,84,82,2,
2020-04-24,2020-03-31,68,60,8,
2020-04-24,2020-04-01,82,73,9,
2020-04-24,2020-04-02,57,51,6,
2020-04-24,2020-04-03,60,49,11,
2020-04-24,2020-04-04,13,11,2,
2020-04-24,2020-04-05,4,3,1,
2020-04-24,2020-04-06,59,46,13,
2020-04-24,2020-04-07,56,32,24,
2020-04-24,2020-04-08,46,24,22,
2020-04-24,2020-04-09,55,38,17,
2020-04-24,2020-04-10,8,2,6,
2020-04-24,2020-04-11,19,13,6,
2020-04-24,2020-04-12,8,4,4,
2020-04-24,2020-04-13,42,20,22,
2020-04-24,2020-04-14,71,19,52,
2020-04-24,2020-04-15,57,19,38,
2020-04-24,2020-04-16,57,14,43,
2020-04-24,2020-04-17,35,4,31,
2020-04-24,2020-04-18,12,2,10,
2020-04-24,2020-04-19,2,,2,
2020-04-24,2020-04-20,27,1,26,
2020-04-24,2020-04-21,27,1,26,
2020-04-25,2020-03-09,1,1,,
2020-04-25,2020-03-10,,,,
2020-04-25,2020-03-11,,,,
2020-04-25,2020-03-12,,,,
2020-04-25,2020-03-13,2,2,,
2020-04-25,2020-03-14,3,3,,
2020-04-25,2020-03-15,,,,
2020-04-25,2020-03-16,7,7,,
2020-04-25,2020-03-17,6,6,,1
2020-04-25,2020-03-18,6,6,,0
2020-04-25,2020-03-19,5,5,,0
2020-04-25,2020-03-20,11,11,,1
2020-04-25,2020-03-21,10,10,,2
2020-04-25,2020-03-22,9,9,,1
2020-04-25,2020-03-23,32,32,,1
2020-04-25,2020-03-24,46,46,,1
2020-04-25,2020-03-25,40,40,,0
2020-04-25,2020-03-26,74,55,19,3
2020-04-25,2020-03-27,76,47,29,1
2020-04-25,2020-03-28,18,18,,3
2020-04-25,2020-03-29,12,12,,3
2020-04-25,2020-03-30,84,82,2,3
2020-04-25,2020-03-31,68,60,8,1
2020-04-25,2020-04-01,82,73,9,3
2020-04-25,2020-04-02,57,51,6,1
2020-04-25,2020-04-03,60,49,11,4
2020-04-25,2020-04-04,13,11,2,4
2020-04-25,2020-04-05,4,3,1,2
2020-04-25,2020-04-06,59,46,13,3
2020-04-25,2020-04-07,57,33,24,3
2020-04-25,2020-04-08,46,24,22,3
2020-04-25,2020-04-09,55,38,17,4
2020-04-25,2020-04-10,8,2,6,4
2020-04-25,2020-04-11,19,13,6,3
2020-04-25,2020-04-12,8,4,4,0
2020-04-25,2020-04-13,42,20,22,5
2020-04-25,2020-04-14,72,21,51,3
2020-04-25,2020-04-15,58,19,39,3
2020-04-25,2020-04-16,58,15,43,3
2020-04-25,2020-04-17,38,4,34,1
2020-04-25,2020-04-18,15,4,11,2
2020-04-25,2020-04-19,2,,2,2
2020-04-25,2020-04-20,38,3,35,1
2020-04-25,2020-04-21,60,6,54,3
2020-04-25,2020-04-22,10,,10,3
2020-04-25,2020-04-23,,,,0
2020-04-25,2020-04-24,,,,2
2020-04-25,2020-04-25,,,,1
2020-04-26,2020-03-09,1,1,,
2020-04-26,2020-03-10,,,,
2020-04-26,2020-03-11,,,,
2020-04-26,2020-03-12,,,,
2020-04-26,2020-03-13,4,4,,
2020-04-26,2020-03-14,3,3,,
2020-04-26,2020-03-15,,,,
2020-04-26,2020-03-16,7,7,,
2020-04-26,2020-03-17,6,6,,1
2020-04-26,2020-03-18,5,5,,0
2020-04-26,2020-03-19,4,4,,0
2020-04-26,2020-03-20,11,11,,1
2020-04-26,2020-03-21,10,10,,2
2020-04-26,2020-03-22,9,9,,1
2020-04-26,2020-03-23,32,32,,1
2020-04-26,2020-03-24,47,47,,1
2020-04-26,2020-03-25,40,40,,0
2020-04-26,2020-03-26,73,54,19,3
2020-04-26,2020-03-27,76,47,29,1
2020-04-26,2020-03-28,18,18,,3
2020-04-26,2020-03-29,12,12,,3
2020-04-26,2020-03-30,83,81,2,3
2020-04-26,2020-03-31,67,59,8,1
2020-04-26,2020-04-01,82,73,9,3
2020-04-26,2020-04-02,57,51,6,1
2020-04-26,2020-04-03,61,50,11,4
2020-04-26,2020-04-04,13,11,2,4
2020-04-26,2020-04-05,4,3,1,2
2020-04-26,2020-04-06,60,47,13,3
2020-04-26,2020-04-07,57,33,24,3
2020-04-26,2020-04-08,45,23,22,3
2020-04-26,2020-04-09,56,38,18,4
2020-04-26,2020-04-10,8,2,6,4
2020-04-26,2020-04-11,20,14,6,3
2020-04-26,2020-04-12,8,5,3,0
2020-04-26,2020-04-13,42,20,22,5
2020-04-26,2020-04-14,75,23,52,3
2020-04-26,2020-04-15,57,19,38,3
2020-04-26,2020-04-16,59,16,43,3
2020-04-26,2020-04-17,40,4,36,1
2020-04-26,2020-04-18,16,4,12,2
2020-04-26,2020-04-19,3,,3,2
2020-04-26,2020-04-20,41,3,38,1
2020-04-26,2020-04-21,60,6,54,3
2020-04-26,2020-04-22,16,,16,3
2020-04-26,2020-04-23,1,,1,0
2020-04-26,2020-04-24,,,,2
2020-04-26,2020-04-25,,,,1
2020-04-26,2020-04-26,,,,0
2020-04-27,2020-03-09,1,1,,
2020-04-27,2020-03-10,,,,
2020-04-27,2020-03-11,,,,
2020-04-27,2020-03-12,,,,
2020-04-27,2020-03-13,4,4,,
2020-04-27,2020-03-14,3,3,,
2020-04-27,2020-03-15,,,,
2020-04-27,2020-03-16,7,7,,
2020-04-27,2020-03-17,6,6,,1
2020-04-27,2020-03-18,5,5,,0
2020-04-27,2020-03-19,4,4,,0
2020-04-27,2020-03-20,11,11,,1
2020-04-27,2020-03-21,10,10,,2
2020-04-27,2020-03-22,9,9,,1
2020-04-27,2020-03-23,32,32,,1
2020-04-27,2020-03-24,47,47,,1
2020-04-27,2020-03-25,40,40,,0
2020-04-27,2020-03-26,73,54,19,3
2020-04-27,2020-03-27,76,47,29,1
2020-04-27,2020-03-28,18,18,,3
2020-04-27,2020-03-29,12,12,,3
2020-04-27,2020-03-30,83,81,2,3
2020-04-27,2020-03-31,67,59,8,1
2020-04-27,2020-04-01,82,73,9,3
2020-04-27,2020-04-02,57,51,6,1
2020-04-27,2020-04-03,61,50,11,4
2020-04-27,2020-04-04,13,11,2,4
2020-04-27,2020-04-05,4,3,1,2
2020-04-27,2020-04-06,60,47,13,3
2020-04-27,2020-04-07,57,33,24,3
2020-04-27,2020-04-08,45,23,22,3
2020-04-27,2020-04-09,56,38,18,4
2020-04-27,2020-04-10,8,2,6,4
2020-04-27,2020-04-11,19,13,6,3
2020-04-27,2020-04-12,8,5,3,0
2020-04-27,2020-04-13,43,21,22,6
2020-04-27,2020-04-14,75,23,52,3
2020-04-27,2020-04-15,57,19,38,3
2020-04-27,2020-04-16,59,16,43,4
2020-04-27,2020-04-17,40,5,35,1
2020-04-27,2020-04-18,16,4,12,2
2020-04-27,2020-04-19,3,1,2,2
2020-04-27,2020-04-20,42,3,39,1
2020-04-27,2020-04-21,63,7,56,3
2020-04-27,2020-04-22,19,,19,3
2020-04-27,2020-04-23,4,,4,0
2020-04-27,2020-04-24,,,,2
2020-04-27,2020-04-25,,,,
2020-04-27,2020-04-26,1,,1,1
2020-04-28,2020-03-09,1,1,,
2020-04-28,2020-03-10,,,,
2020-04-28,2020-03-11,,,,
2020-04-28,2020-03-12,,,,
2020-04-28,2020-03-13,4,4,,
2020-04-28,2020-03-14,3,3,,
2020-04-28,2020-03-15,,,,
2020-04-28,2020-03-16,7,7,,
2020-04-28,2020-03-17,6,6,,1
2020-04-28,2020-03-18,5,5,,0
2020-04-28,2020-03-19,4,4,,0
2020-04-28,2020-03-20,11,11,,1
2020-04-28,2020-03-21,10,10,,2
2020-04-28,2020-03-22,9,9,,1
2020-04-28,2020-03-23,32,32,,1
2020-04-28,2020-03-24,47,47,,1
2020-04-28,2020-03-25,40,40,,0
2020-04-28,2020-03-26,73,54,19,3
2020-04-28,2020-03-27,76,47,29,1
2020-04-28,2020-03-28,18,18,,3
2020-04-28,2020-03-29,12,12,,3
2020-04-28,2020-03-30,83,81,2,3
2020-04-28,2020-03-31,67,59,8,1
2020-04-28,2020-04-01,82,73,9,3
2020-04-28,2020-04-02,57,51,6,1
2020-04-28,2020-04-03,61,50,11,4
2020-04-28,2020-04-04,13,11,2,4
2020-04-28,2020-04-05,4,3,1,2
2020-04-28,2020-04-06,60,47,13,3
2020-04-28,2020-04-07,57,33,24,3
2020-04-28,2020-04-08,45,23,22,3
2020-04-28,2020-04-09,56,38,18,4
2020-04-28,2020-04-10,8,2,6,4
2020-04-28,2020-04-11,19,13,6,3
2020-04-28,2020-04-12,8,5,3,0
2020-04-28,2020-04-13,43,21,22,6
2020-04-28,2020-04-14,75,23,52,3
2020-04-28,2020-04-15,59,21,38,3
2020-04-28,2020-04-16,59,16,43,4
2020-04-28,2020-04-17,42,7,35,1
2020-04-28,2020-04-18,17,4,13,2
2020-04-28,2020-04-19,3,1,2,2
2020-04-28,2020-04-20,42,3,39,1
2020-04-28,2020-04-21,66,7,59,3
2020-04-28,2020-04-22,23,,23,3
2020-04-28,2020-04-23,19,2,27,0
2020-04-28,2020-04-24,6,,6,2
2020-04-28,2020-04-25,,,,
2020-04-28,2020-04-26,1,,1,1
2020-04-28,2020-04-27,,,,0
2020-04-29,2020-03-09,1,1,,
2020-04-29,2020-03-10,,,,
2020-04-29,2020-03-11,,,,
2020-04-29,2020-03-12,,,,
2020-04-29,2020-03-13,4,4,,
2020-04-29,2020-03-14,3,3,,
2020-04-29,2020-03-15,,,,
2020-04-29,2020-03-16,7,7,,
2020-04-29,2020-03-17,6,6,,1
2020-04-29,2020-03-18,5,5,,0
2020-04-29,2020-03-19,4,4,,0
2020-04-29,2020-03-20,11,11,,1
2020-04-29,2020-03-21,10,10,,2
2020-04-29,2020-03-22,9,9,,1
2020-04-29,2020-03-23,32,32,,1
2020-04-29,2020-03-24,47,47,,1
2020-04-29,2020-03-25,40,40,,0
2020-04-29,2020-03-26,73,54,19,3
2020-04-29,2020-03-27,76,47,29,1
2020-04-29,2020-03-28,18,18,,3
2020-04-29,2020-03-29,12,12,,3
2020-04-29,2020-03-30,83,81,2,3
2020-04-29,2020-03-31,67,59,8,1
2020-04-29,2020-04-01,82,73,9,3
2020-04-29,2020-04-02,57,51,6,1
2020-04-29,2020-04-03,61,50,11,4
2020-04-29,2020-04-04,13,11,2,5
2020-04-29,2020-04-05,4,3,1,2
2020-04-29,2020-04-06,60,47,13,3
2020-04-29,2020-04-07,57,33,24,3
2020-04-29,2020-04-08,46,24,22,3
2020-04-29,2020-04-09,56,38,18,4
2020-04-29,2020-04-10,7,2,5,4
2020-04-29,2020-04-11,19,13,6,3
2020-04-29,2020-04-12,8,5,3,0
2020-04-29,2020-04-13,46,23,23,6
2020-04-29,2020-04-14,75,24,51,3
2020-04-29,2020-04-15,68,30,38,3
2020-04-29,2020-04-16,62,20,42,4
2020-04-29,2020-04-17,49,15,34,1
2020-04-29,2020-04-18,18,5,13,2
2020-04-29,2020-04-19,3,1,2,3
2020-04-29,2020-04-20,46,3,43,1
2020-04-29,2020-04-21,70,14,56,3
2020-04-29,2020-04-22,34,2,32,4
2020-04-29,2020-04-23,55,13,42,0
2020-04-29,2020-04-24,23,5,18,3
2020-04-29,2020-04-25,3,,3,
2020-04-29,2020-04-26,1,,1,3
2020-04-29,2020-04-27,8,,8,
2020-04-30,2020-03-09,1,1,,
2020-04-30,2020-03-10,,,,
2020-04-30,2020-03-11,,,,
2020-04-30,2020-03-12,,,,
2020-04-30,2020-03-13,4,4,,
2020-04-30,2020-03-14,3,3,,
2020-04-30,2020-03-15,,,,
2020-04-30,2020-03-16,7,7,,
2020-04-30,2020-03-17,6,6,,1
2020-04-30,2020-03-18,5,5,,0
2020-04-30,2020-03-19,4,4,,0
2020-04-30,2020-03-20,11,11,,0
2020-04-30,2020-03-21,10,10,,2
2020-04-30,2020-03-22,9,9,,1
2020-04-30,2020-03-23,32,32,,1
2020-04-30,2020-03-24,47,47,,1
2020-04-30,2020-03-25,40,40,,0
2020-04-30,2020-03-26,73,54,19,3
2020-04-30,2020-03-27,76,47,29,2
2020-04-30,2020-03-28,18,18,,3
2020-04-30,2020-03-29,12,12,,3
2020-04-30,2020-03-30,83,81,2,3
2020-04-30,2020-03-31,67,59,8,1
2020-04-30,2020-04-01,81,72,9,3
2020-04-30,2020-04-02,57,51,6,1
2020-04-30,2020-04-03,62,51,11,5
2020-04-30,2020-04-04,13,11,2,4
2020-04-30,2020-04-05,4,3,1,2
2020-04-30,2020-04-06,60,47,13,3
2020-04-30,2020-04-07,57,33,23,3
2020-04-30,2020-04-08,46,24,22,3
2020-04-30,2020-04-09,56,38,18,4
2020-04-30,2020-04-10,7,2,5,4
2020-04-30,2020-04-11,19,13,6,3
2020-04-30,2020-04-12,8,5,3,0
2020-04-30,2020-04-13,47,24,23,6
2020-04-30,2020-04-14,75,24,50,3
2020-04-30,2020-04-15,67,29,38,3
2020-04-30,2020-04-16,63,21,42,4
2020-04-30,2020-04-17,49,15,34,1
2020-04-30,2020-04-18,18,5,13,2
2020-04-30,2020-04-19,3,1,2,3
2020-04-30,2020-04-20,50,6,44,1
2020-04-30,2020-04-21,72,14,58,3
2020-04-30,2020-04-22,37,5,32,4
2020-04-30,2020-04-23,60,14,46,0
2020-04-30,2020-04-24,42,6,36,3
2020-04-30,2020-04-25,7,,7,0
2020-04-30,2020-04-26,1,,1,4
2020-04-30,2020-04-27,8,,8,0
2020-04-30,2020-04-28,,,,1
2020-05-01,2020-03-09,1,1,,
2020-05-01,2020-03-10,,,,
2020-05-01,2020-03-11,,,,
2020-05-01,2020-03-12,,,,
2020-05-01,2020-03-13,4,4,,
2020-05-01,2020-03-14,3,3,,
2020-05-01,2020-03-15,,,,
2020-05-01,2020-03-16,7,7,,
2020-05-01,2020-03-17,6,6,,1
2020-05-01,2020-03-18,5,5,,0
2020-05-01,2020-03-19,4,4,,0
2020-05-01,2020-03-20,11,11,,0
2020-05-01,2020-03-21,10,10,,2
2020-05-01,2020-03-22,9,9,,1
2020-05-01,2020-03-23,32,32,,1
2020-05-01,2020-03-24,47,47,,1
2020-05-01,2020-03-25,40,40,,0
2020-05-01,2020-03-26,73,54,19,3
2020-05-01,2020-03-27,76,47,29,2
2020-05-01,2020-03-28,18,18,,3
2020-05-01,2020-03-29,12,12,,3
2020-05-01,2020-03-30,83,81,2,3
2020-05-01,2020-03-31,67,59,8,1
2020-05-01,2020-04-01,80,71,9,3
2020-05-01,2020-04-02,59,51,8,1
2020-05-01,2020-04-03,63,51,12,5
2020-05-01,2020-04-04,13,11,2,4
2020-05-01,2020-04-05,4,3,1,2
2020-05-01,2020-04-06,63,47,16,3
2020-05-01,2020-04-07,58,33,25,3
2020-05-01,2020-04-08,58,24,34,3
2020-05-01,2020-04-09,56,38,18,4
2020-05-01,2020-04-10,7,2,5,4
2020-05-01,2020-04-11,19,13,6,3
2020-05-01,2020-04-12,8,5,3,0
2020-05-01,2020-04-13,51,25,26,6
2020-05-01,2020-04-14,76,24,52,3
2020-05-01,2020-04-15,74,29,45,3
2020-05-01,2020-04-16,66,20,46,4
2020-05-01,2020-04-17,57,16,41,1
2020-05-01,2020-04-18,19,6,13,2
2020-05-01,2020-04-19,3,1,2,3
2020-05-01,2020-04-20,54,6,48,1
2020-05-01,2020-04-21,79,14,65,3
2020-05-01,2020-04-22,60,10,50,5
2020-05-01,2020-04-23,71,14,57,0
2020-05-01,2020-04-24,78,8,70,3
2020-05-01,2020-04-25,18,1,17,0
2020-05-01,2020-04-26,7,,7,4
2020-05-01,2020-04-27,35,,35,0
2020-05-01,2020-04-28,13,,13,1
2020-05-02,2020-03-09,1,1,,
2020-05-02,2020-03-10,,,,
2020-05-02,2020-03-11,,,,
2020-05-02,2020-03-12,,,,
2020-05-02,2020-03-13,4,4,,
2020-05-02,2020-03-14,3,3,,
2020-05-02,2020-03-15,,,,
2020-05-02,2020-03-16,7,7,,
2020-05-02,2020-03-17,6,6,,1
2020-05-02,2020-03-18,5,5,,0
2020-05-02,2020-03-19,4,4,,0
2020-05-02,2020-03-20,11,11,,0
2020-05-02,2020-03-21,10,10,,2
2020-05-02,2020-03-22,9,9,,1
2020-05-02,2020-03-23,32,32,,1
2020-05-02,2020-03-24,47,47,,1
2020-05-02,2020-03-25,40,40,,0
2020-05-02,2020-03-26,73,54,19,3
2020-05-02,2020-03-27,76,47,29,2
2020-05-02,2020-03-28,18,18,,3
2020-05-02,2020-03-29,12,12,,3
2020-05-02,2020-03-30,83,81,2,3
2020-05-02,2020-03-31,67,59,8,1
2020-05-02,2020-04-01,80,71,9,3
2020-05-02,2020-04-02,59,51,8,1
2020-05-02,2020-04-03,63,51,12,5
2020-05-02,2020-04-04,13,11,2,4
2020-05-02,2020-04-05,4,3,1,2
2020-05-02,2020-04-06,63,47,16,3
2020-05-02,2020-04-07,57,32,25,3
2020-05-02,2020-04-08,59,25,34,3
2020-05-02,2020-04-09,56,38,18,4
2020-05-02,2020-04-10,7,2,5,4
2020-05-02,2020-04-11,17,13,4,3
2020-05-02,2020-04-12,8,5,3,0
2020-05-02,2020-04-13,53,25,28,6
2020-05-02,2020-04-14,76,24,52,3
2020-05-02,2020-04-15,74,29,45,3
2020-05-02,2020-04-16,66,20,46,4
2020-05-02,2020-04-17,55,14,41,1
2020-05-02,2020-04-18,18,5,13,2
2020-05-02,2020-04-19,3,1,2,3
2020-05-02,2020-04-20,56,8,48,1
2020-05-02,2020-04-21,81,14,67,3
2020-05-02,2020-04-22,72,16,56,5
2020-05-02,2020-04-23,77,15,62,1
2020-05-02,2020-04-24,88,12,76,3
2020-05-02,2020-04-25,19,1,18,0
2020-05-02,2020-04-26,6,,6,4
2020-05-02,2020-04-27,55,3,52,0
2020-05-02,2020-04-28,15,2,13,2
2020-05-03,2020-03-09,1,1,,
2020-05-03,2020-03-10,,,,
2020-05-03,2020-03-11,,,,
2020-05-03,2020-03-12,,,,
2020-05-03,2020-03-13,4,4,,
2020-05-03,2020-03-14,3,3,,
2020-05-03,2020-03-15,,,,
2020-05-03,2020-03-16,7,7,,
2020-05-03,2020-03-17,6,6,,1
2020-05-03,2020-03-18,5,5,,0
2020-05-03,2020-03-19,4,4,,0
2020-05-03,2020-03-20,11,11,,0
2020-05-03,2020-03-21,10,10,,2
2020-05-03,2020-03-22,9,9,,1
2020-05-03,2020-03-23,32,32,,1
2020-05-03,2020-03-24,47,47,,1
2020-05-03,2020-03-25,40,40,,0
2020-05-03,2020-03-26,73,54,19,3
2020-05-03,2020-03-27,76,47,29,2
2020-05-03,2020-03-28,18,18,,3
2020-05-03,2020-03-29,12,12,,3
2020-05-03,2020-03-30,83,81,2,3
2020-05-03,2020-03-31,67,59,8,1
2020-05-03,2020-04-01,79,71,8,3
2020-05-03,2020-04-02,59,51,8,1
2020-05-03,2020-04-03,63,51,12,5
2020-05-03,2020-04-04,13,11,2,4
2020-05-03,2020-04-05,4,3,1,2
2020-05-03,2020-04-06,63,47,16,3
2020-05-03,2020-04-07,57,32,25,3
2020-05-03,2020-04-08,59,25,34,3
2020-05-03,2020-04-09,56,38,18,4
2020-05-03,2020-04-10,7,2,5,4
2020-05-03,2020-04-11,17,13,4,3
2020-05-03,2020-04-12,8,5,3,0
2020-05-03,2020-04-13,53,25,28,6
2020-05-03,2020-04-14,75,24,51,3
2020-05-03,2020-04-15,73,29,44,3
2020-05-03,2020-04-16,70,24,46,4
2020-05-03,2020-04-17,60,20,40,1
2020-05-03,2020-04-18,18,5,13,2
2020-05-03,2020-04-19,3,1,2,3
2020-05-03,2020-04-20,57,9,48,1
2020-05-03,2020-04-21,83,15,68,3
2020-05-03,2020-04-22,91,16,75,5
2020-05-03,2020-04-23,84,16,68,1
2020-05-03,2020-04-24,88,12,76,3
2020-05-03,2020-04-25,19,1,18,0
2020-05-03,2020-04-26,6,,6,4
2020-05-03,2020-04-27,55,3,52,0
2020-05-03,2020-04-28,15,2,13,2
2020-05-03,2020-04-29,,,,0
2020-05-03,2020-04-30,,,,0
2020-05-03,2020-05-01,,,,0
2020-05-03,2020-05-02,,,,0
2020-05-03,2020-05-03,,,,0
2020-05-04,2020-03-09,1,1,,
2020-05-04,2020-03-10,,,,
2020-05-04,2020-03-11,,,,
2020-05-04,2020-03-12,,,,
2020-05-04,2020-03-13,4,4,,
2020-05-04,2020-03-14,3,3,,
2020-05-04,2020-03-15,,,,
2020-05-04,2020-03-16,7,7,,
2020-05-04,2020-03-17,6,6,,1
2020-05-04,2020-03-18,5,5,,0
2020-05-04,2020-03-19,4,4,,0
2020-05-04,2020-03-20,11,11,,0
2020-05-04,2020-03-21,10,10,,2
2020-05-04,2020-03-22,9,9,,1
2020-05-04,2020-03-23,32,32,,1
2020-05-04,2020-03-24,47,47,,1
2020-05-04,2020-03-25,40,40,,0
2020-05-04,2020-03-26,73,54,19,3
2020-05-04,2020-03-27,76,47,29,2
2020-05-04,2020-03-28,18,18,,3
2020-05-04,2020-03-29,12,12,,3
2020-05-04,2020-03-30,83,81,2,3
2020-05-04,2020-03-31,67,59,8,1
2020-05-04,2020-04-01,79,71,8,3
2020-05-04,2020-04-02,59,51,8,1
2020-05-04,2020-04-03,63,51,12,5
2020-05-04,2020-04-04,13,11,2,4
2020-05-04,2020-04-05,4,3,1,2
2020-05-04,2020-04-06,63,47,16,3
2020-05-04,2020-04-07,57,32,25,3
2020-05-04,2020-04-08,59,25,34,3
2020-05-04,2020-04-09,56,38,18,4
2020-05-04,2020-04-10,7,2,5,4
2020-05-04,2020-04-11,17,13,4,3
2020-05-04,2020-04-12,8,5,3,0
2020-05-04,2020-04-13,55,25,30,6
2020-05-04,2020-04-14,75,24,51,3
2020-05-04,2020-04-15,72,29,43,3
2020-05-04,2020-04-16,70,24,46,4
2020-05-04,2020-04-17,60,20,40,1
2020-05-04,2020-04-18,18,5,13,2
2020-05-04,2020-04-19,3,1,2,3
2020-05-04,2020-04-20,58,9,49,1
2020-05-04,2020-04-21,83,15,68,3
2020-05-04,2020-04-22,92,16,76,5
2020-05-04,2020-04-23,84,16,68,1
2020-05-04,2020-04-24,97,14,83,3
2020-05-04,2020-04-25,19,1,18,0
2020-05-04,2020-04-26,6,,6,4
2020-05-04,2020-04-27,75,4,71,0
2020-05-04,2020-04-28,51,3,48,2
2020-05-04,2020-04-29,8,,8,0
2020-05-04,2020-04-30,,,,0
2020-05-04,2020-05-01,3,,3,0
2020-05-04,2020-05-02,2,,2,0
2020-05-04,2020-05-03,,,,1
2020-05-04,2020-05-04,,,,1
2020-05-05,2020-03-09,1,1,,
2020-05-05,2020-03-10,,,,
2020-05-05,2020-03-11,,,,
2020-05-05,2020-03-12,,,,
2020-05-05,2020-03-13,4,4,,
2020-05-05,2020-03-14,3,3,,
2020-05-05,2020-03-15,,,,
2020-05-05,2020-03-16,7,7,,
2020-05-05,2020-03-17,6,6,,1
2020-05-05,2020-03-18,5,5,,0
2020-05-05,2020-03-19,4,4,,0
2020-05-05,2020-03-20,11,11,,0
2020-05-05,2020-03-21,10,10,,2
2020-05-05,2020-03-22,9,9,,1
2020-05-05,2020-03-23,32,32,,1
2020-05-05,2020-03-24,47,47,,1
2020-05-05,2020-03-25,40,40,,0
2020-05-05,2020-03-26,73,54,19,3
2020-05-05,2020-03-27,76,47,29,2
2020-05-05,2020-03-28,18,18,,3
2020-05-05,2020-03-29,12,12,,3
2020-05-05,2020-03-30,83,81,2,3
2020-05-05,2020-03-31,67,59,8,1
2020-05-05,2020-04-01,79,71,8,3
2020-05-05,2020-04-02,59,51,8,1
2020-05-05,2020-04-03,63,51,12,5
